# Migration Report
# Generated: 2026-08-04T04:52:25.297Z
# Elapsed: 5.2s
# Migrated: 2 | Skipped: 1580 | Errors: 0
#
SKIPPED | BIO/101/2023/Bio101-Topic 1-Chemistry of water (By Dr. Rajesh Ramchandran).ppt |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Exercises_01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Exercises_02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Exercises_03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Exercises_04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Exercises_05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/MidSem-Exam.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Quiz_01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Quiz_02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Quiz_03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Quiz_04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Solution-EndSem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2019/Solution-Quiz4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw1_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw2_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw3_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2021/hw4_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2024/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2024/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2024/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/Assignment09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/phy304_endsem_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/phy304_midsem1_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2025/phy304_midsem2_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2022/HW1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2022/Home work 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2022/misc_interference.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2022/perturb_notes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment1-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment2-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment3-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment4-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment5-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment6-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment7-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment8-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/assignment9-2024.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2024/sakurai_ch5_1_3_4_7_8_9_11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment1-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment10-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment2-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment3-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment4-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment5-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment6-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment7-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/assignment8-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/phy306_endsem_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/phy306_midsem1_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2025/phy306_midsem2_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2026/Midsem/PHY306-MS1-Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/306/2026/Midsem/PHY306-MS1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/Midsem1_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/Quiz1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/Quiz1_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/Quiz2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/Quiz2_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw1_soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw2_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw3_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw4_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw7_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/hw8_solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2019/ms2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/EndsemA.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/EndsemB.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_10_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_1_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_2_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_3_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_4_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_5_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_6_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_7_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_8_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2023/WS_9_2023.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_12.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/2025/Assignments/Assignment_9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/unknown/Diff_Int.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/310/unknown/K2(x).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2023-PHY401-Lecture-10-11-12-MassBindingEnergy.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2023-PHY401-Lecture-12-13-BindingEnergyLiquidDropmodel.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2023-PHY401-Lecture-13-14-15-ResultsFromLiquidDropmodel.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2023-PHY401-Lecture-7-8-9-NuclearProperties.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2024-Lecture-NuclearDetection-Part-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2024-Lecture-NuclearDetection-Part-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2024-Lecture-NuclearDetection-Part-3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2024-PHY401-NuclearDecay-Reaction.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/2024-PHY401-ShellModel-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/Nuclear and particle physics Solutions to all problems (Brian Robert Martin Graham Shaw).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2024/SJ2024-PHY401-QuarkModel.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2025/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2025/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2025/Quiz3a.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2025/Quiz3b.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/401/2025/symmetryandgroup.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2024/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2024/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2024/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2024/hw1_Solid_State.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2024/hw2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2025/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/402/2025/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2019/tutorial1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2019/tutorial2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2019/tutorial3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2019/tutorial4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2019/tutorial5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2019/tutorial6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Assignment1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Exercise1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Exercise2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Exercise2_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Midsem 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Midsem1_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2024/Midsem2_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Midsem/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Midsem/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Midsem/Midsem2_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/ProblemSet/PracticeSet1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/ProblemSet/PracticeSet2a.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/ProblemSet/PracticeSet2b.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Quiz/Quiz1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Quiz/Quiz2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Quiz/Quiz3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Quiz/Quiz4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/403/2025/Quiz/Quiz4_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/GM COUNTING SYSTEM EXPERIMENTS.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/GR-611M_Instruction-Manual.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/GRS MANUAL .pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/Geiger-Counting-System-GC601A.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/PHY411_endSemExam2024_MS21_Guidelines.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/Phy411_labManual_MS21_LabReportInstructions-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/Phy411_labManual_MS21_experiments-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/Phy411_labManual_MS21_referencesReading-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/Phy411_lab_manual_MS21_sourcesPrecautionsDose-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/deadTime_411.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/saurab_PHY411_GM-Counter-Presentation.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/411/2024/saurab_PHY411_GRS-Presentation-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/412/unknown/6.Lattice dynamics.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/412/unknown/Links.docx |  |  | Already QPR-LFS-R2
SKIPPED | PHY/412/unknown/PHY 412 Lab Experiments.xlsx |  |  | Already QPR-LFS-R2
SKIPPED | PHY/424/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/424/2025/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment01_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment02_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment03_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2018/Assignment05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2024/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/622/2024/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/631/2024/Assignment1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/631/2024/Assignment2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/631/2024/Assignment3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/631/2024/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/631/2024/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/631/2024/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Assignment1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Assignment2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Assignment3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Assignment4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Assignment5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Assignment6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/GR_EP.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Problem_sets_General_Relativity.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/solution3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/solution4-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/solution5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/ExerciseSheets/solution6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/635/2025/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/637/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/637/2025/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/637/2025/PHY637_midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2024/Midsem1B.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/EndsemA.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/EndsemA_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/Midsem1A.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/Midsem1B.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/Midsem1_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/Midsem2_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/638/2025/Quiz1_sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/2023/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/2024/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/2024/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/2024/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/unknown/LectureNotes01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/unknown/LectureNotes02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/unknown/LectureNotes03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/644/unknown/Tutorial1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/649/2025/Endsem/PHY649-Advanced Experiments in Physics - LASER and Optics.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/660/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/660/2025/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/669/2025/Endsem..pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/676/2069/logo.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/676/6969/specific_heat_table.png |  |  | Already QPR-LFS-R2
OK | docs/icon.png | sha256:de184bd4005561f76faae78e65d44ef321de8512048ef9787aa83568b405b7de | 13.9 KB | 
OK | docs/icon_nobg.png | sha256:e4a0d9b51009c99e72c53a7e83b4a9e0f04317614cc8ee2fc4d551591648769e | 13.1 KB | 
